country,year,sex,age,suicides,population, gdp,generation
Ukraine,1991,female,35-54 years,677,7148300,"77,464,561,150",Boomers
Ukraine,1991,female,25-34 years,189,3862900,"77,464,561,150",Boomers
Ukraine,1991,female,15-24 years,137,3495000,"77,464,561,150",Generation X
Ukraine,1991,male,5-14 years,64,3793000,"77,464,561,150",Millenials
Ukraine,1991,female,5-14 years,19,3665700,"77,464,561,150",Millenials
Ukraine,1992,male,75+ years,530,635600,"73,942,235,330",G.I. Generation
Ukraine,1992,male,35-54 years,3995,6422200,"73,942,235,330",Boomers
Ukraine,1992,male,55-74 years,2323,4028200,"73,942,235,330",Silent
Ukraine,1992,male,25-34 years,1589,3768500,"73,942,235,330",Boomers
Ukraine,1992,female,75+ years,371,1858400,"73,942,235,330",G.I. Generation
Ukraine,1992,male,15-24 years,623,3628400,"73,942,235,330",Generation X
Ukraine,1992,female,55-74 years,920,6140300,"73,942,235,330",Silent
Ukraine,1992,female,35-54 years,816,7111100,"73,942,235,330",Boomers
Ukraine,1992,female,25-34 years,229,3822300,"73,942,235,330",Boomers
Ukraine,1992,female,15-24 years,189,3534200,"73,942,235,330",Generation X
Ukraine,1992,male,5-14 years,68,3833300,"73,942,235,330",Millenials
Ukraine,1992,female,5-14 years,13,3704800,"73,942,235,330",Millenials
Ukraine,1993,male,75+ years,559,608000,"65,648,559,903",G.I. Generation
Ukraine,1993,male,35-54 years,4100,6371900,"65,648,559,903",Boomers
Ukraine,1993,male,55-74 years,2654,4202500,"65,648,559,903",Silent
Ukraine,1993,male,25-34 years,1691,3714200,"65,648,559,903",Boomers
Ukraine,1993,female,75+ years,485,1795100,"65,648,559,903",G.I. Generation
Ukraine,1993,male,15-24 years,795,3668700,"65,648,559,903",Generation X
Ukraine,1993,female,55-74 years,940,6338500,"65,648,559,903",Silent
Ukraine,1993,female,35-54 years,779,7042800,"65,648,559,903",Boomers
Ukraine,1993,female,25-34 years,229,3766200,"65,648,559,903",Boomers
Ukraine,1993,female,15-24 years,152,3565100,"65,648,559,903",Generation X
Ukraine,1993,male,5-14 years,65,3869500,"65,648,559,903",Millenials
Ukraine,1993,female,5-14 years,20,3738000,"65,648,559,903",Millenials
Ukraine,1994,male,75+ years,569,590100,"52,549,555,149",G.I. Generation
Ukraine,1994,male,55-74 years,3174,4314500,"52,549,555,149",Silent
Ukraine,1994,male,35-54 years,4618,6326300,"52,549,555,149",Boomers
Ukraine,1994,male,25-34 years,1763,3626300,"52,549,555,149",Boomers
Ukraine,1994,female,75+ years,490,1751000,"52,549,555,149",G.I. Generation
Ukraine,1994,male,15-24 years,879,3699700,"52,549,555,149",Generation X
Ukraine,1994,female,55-74 years,1087,6467700,"52,549,555,149",Silent
Ukraine,1994,female,35-54 years,761,6981000,"52,549,555,149",Boomers
Ukraine,1994,female,25-34 years,232,3673200,"52,549,555,149",Boomers
Ukraine,1994,female,15-24 years,175,3582800,"52,549,555,149",Generation X
Ukraine,1994,male,5-14 years,60,3870700,"52,549,555,149",Millenials
Ukraine,1994,female,5-14 years,18,3735700,"52,549,555,149",Millenials
Ukraine,1995,male,75+ years,548,575700,"48,213,868,178",G.I. Generation
Ukraine,1995,male,55-74 years,3505,4375300,"48,213,868,178",Silent
Ukraine,1995,male,35-54 years,4986,6306200,"48,213,868,178",Boomers
Ukraine,1995,male,25-34 years,1854,3534800,"48,213,868,178",Generation X
Ukraine,1995,male,15-24 years,948,3722600,"48,213,868,178",Generation X
Ukraine,1995,female,75+ years,405,1716300,"48,213,868,178",G.I. Generation
Ukraine,1995,female,55-74 years,1029,6535200,"48,213,868,178",Silent
Ukraine,1995,female,35-54 years,752,6952800,"48,213,868,178",Boomers
Ukraine,1995,female,25-34 years,243,3568500,"48,213,868,178",Generation X
Ukraine,1995,female,15-24 years,187,3596300,"48,213,868,178",Generation X
Ukraine,1995,male,5-14 years,68,3834000,"48,213,868,178",Millenials
Ukraine,1995,female,5-14 years,16,3697600,"48,213,868,178",Millenials
Ukraine,1996,male,75+ years,502,566700,"44,558,077,827",G.I. Generation
Ukraine,1996,male,55-74 years,3821,4397200,"44,558,077,827",Silent
Ukraine,1996,male,35-54 years,5203,6305700,"44,558,077,827",Boomers
Ukraine,1996,male,25-34 years,1870,3471700,"44,558,077,827",Generation X
Ukraine,1996,male,15-24 years,1023,3723000,"44,558,077,827",Generation X
Ukraine,1996,female,75+ years,378,1692100,"44,558,077,827",G.I. Generation
Ukraine,1996,female,55-74 years,1079,6561400,"44,558,077,827",Silent
Ukraine,1996,female,35-54 years,783,6949100,"44,558,077,827",Boomers
Ukraine,1996,female,25-34 years,248,3485900,"44,558,077,827",Generation X
Ukraine,1996,female,15-24 years,165,3595700,"44,558,077,827",Generation X
Ukraine,1996,male,5-14 years,76,3782500,"44,558,077,827",Millenials
Ukraine,1996,female,5-14 years,12,3643500,"44,558,077,827",Millenials
Ukraine,1997,male,55-74 years,3735,4369600,"50,150,399,792",Silent
Ukraine,1997,male,75+ years,475,568700,"50,150,399,792",G.I. Generation
Ukraine,1997,male,35-54 years,4994,6339200,"50,150,399,792",Boomers
Ukraine,1997,male,25-34 years,1859,3444700,"50,150,399,792",Generation X
Ukraine,1997,male,15-24 years,986,3702700,"50,150,399,792",Generation X
Ukraine,1997,female,75+ years,409,1699100,"50,150,399,792",G.I. Generation
Ukraine,1997,female,55-74 years,1152,6513400,"50,150,399,792",Silent
Ukraine,1997,female,35-54 years,795,6985700,"50,150,399,792",Boomers
Ukraine,1997,female,25-34 years,248,3431000,"50,150,399,792",Generation X
Ukraine,1997,female,15-24 years,172,3582900,"50,150,399,792",Generation X
Ukraine,1997,male,5-14 years,61,3713800,"50,150,399,792",Millenials
Ukraine,1997,female,5-14 years,17,3572200,"50,150,399,792",Millenials
Ukraine,1998,male,55-74 years,3589,4280900,"41,883,241,472",Silent
Ukraine,1998,male,75+ years,458,581400,"41,883,241,472",G.I. Generation
Ukraine,1998,male,35-54 years,4969,6430500,"41,883,241,472",Boomers
Ukraine,1998,male,25-34 years,1830,3435200,"41,883,241,472",Generation X
Ukraine,1998,male,15-24 years,1049,3701100,"41,883,241,472",Generation X
Ukraine,1998,female,75+ years,432,1731300,"41,883,241,472",G.I. Generation
Ukraine,1998,female,55-74 years,1155,6376000,"41,883,241,472",Silent
Ukraine,1998,female,35-54 years,814,7089100,"41,883,241,472",Boomers
Ukraine,1998,female,25-34 years,219,3392600,"41,883,241,472",Generation X
Ukraine,1998,female,15-24 years,196,3589900,"41,883,241,472",Generation X
Ukraine,1998,male,5-14 years,53,3605000,"41,883,241,472",Millenials
Ukraine,1998,female,5-14 years,25,3462400,"41,883,241,472",Millenials
Ukraine,1999,male,55-74 years,3489,4166600,"31,580,639,045",Silent
Ukraine,1999,male,35-54 years,4878,6525800,"31,580,639,045",Boomers
Ukraine,1999,male,75+ years,426,605300,"31,580,639,045",G.I. Generation
Ukraine,1999,male,25-34 years,1800,3434800,"31,580,639,045",Generation X
Ukraine,1999,male,15-24 years,1054,3720800,"31,580,639,045",Generation X
Ukraine,1999,female,75+ years,451,1784000,"31,580,639,045",G.I. Generation
Ukraine,1999,female,55-74 years,1002,6200500,"31,580,639,045",Silent
Ukraine,1999,female,35-54 years,765,7197600,"31,580,639,045",Boomers
Ukraine,1999,female,25-34 years,247,3372900,"31,580,639,045",Generation X
Ukraine,1999,female,15-24 years,158,3614400,"31,580,639,045",Generation X
Ukraine,1999,male,5-14 years,79,3467900,"31,580,639,045",Millenials
Ukraine,1999,female,5-14 years,14,3324800,"31,580,639,045",Millenials
Ukraine,2000,male,55-74 years,3380,4033000,"31,261,527,363",Silent
Ukraine,2000,male,35-54 years,5076,6605200,"31,261,527,363",Boomers
Ukraine,2000,male,75+ years,446,634400,"31,261,527,363",G.I. Generation
Ukraine,2000,male,25-34 years,1740,3450300,"31,261,527,363",Generation X
Ukraine,2000,male,15-24 years,1097,3738100,"31,261,527,363",Generation X
Ukraine,2000,female,75+ years,435,1844800,"31,261,527,363",G.I. Generation
Ukraine,2000,female,55-74 years,956,6006000,"31,261,527,363",Silent
Ukraine,2000,female,35-54 years,774,7293800,"31,261,527,363",Boomers
Ukraine,2000,female,25-34 years,251,3382900,"31,261,527,363",Generation X
Ukraine,2000,female,15-24 years,196,3630400,"31,261,527,363",Generation X
Ukraine,2000,male,5-14 years,95,3325300,"31,261,527,363",Millenials
Ukraine,2000,female,5-14 years,21,3181200,"31,261,527,363",Millenials
Ukraine,2001,male,55-74 years,3001,3915328,"38,009,344,577",Silent
Ukraine,2001,male,35-54 years,4698,6650575,"38,009,344,577",Boomers
Ukraine,2001,male,75+ years,467,669093,"38,009,344,577",Silent
Ukraine,2001,male,25-34 years,1633,3474267,"38,009,344,577",Generation X
Ukraine,2001,male,15-24 years,1073,3754386,"38,009,344,577",Millenials
Ukraine,2001,female,75+ years,387,1908369,"38,009,344,577",Silent
Ukraine,2001,female,55-74 years,775,5837138,"38,009,344,577",Silent
Ukraine,2001,female,35-54 years,649,7353384,"38,009,344,577",Boomers
Ukraine,2001,female,25-34 years,218,3402526,"38,009,344,577",Generation X
Ukraine,2001,female,15-24 years,147,3645803,"38,009,344,577",Millenials
Ukraine,2001,male,5-14 years,67,3170134,"38,009,344,577",Millenials
Ukraine,2001,female,5-14 years,16,3024966,"38,009,344,577",Millenials
Ukraine,2002,male,75+ years,518,676228,"42,392,896,031",Silent
Ukraine,2002,male,55-74 years,2738,3911379,"42,392,896,031",Silent
Ukraine,2002,male,35-54 years,4398,6565032,"42,392,896,031",Boomers
Ukraine,2002,male,25-34 years,1660,3300031,"42,392,896,031",Generation X
Ukraine,2002,male,15-24 years,998,3782174,"42,392,896,031",Millenials
Ukraine,2002,female,75+ years,364,1946556,"42,392,896,031",Silent
Ukraine,2002,female,55-74 years,759,5786181,"42,392,896,031",Silent
Ukraine,2002,female,35-54 years,673,7327153,"42,392,896,031",Boomers
Ukraine,2002,female,25-34 years,218,3329776,"42,392,896,031",Generation X
Ukraine,2002,female,15-24 years,142,3643296,"42,392,896,031",Millenials
Ukraine,2002,male,5-14 years,55,2968238,"42,392,896,031",Millenials
Ukraine,2002,female,5-14 years,13,2823973,"42,392,896,031",Millenials
Ukraine,2003,male,75+ years,531,723626,"50,132,953,288",Silent
Ukraine,2003,male,55-74 years,2648,3837902,"50,132,953,288",Silent
Ukraine,2003,male,35-54 years,4312,6534189,"50,132,953,288",Boomers
Ukraine,2003,male,25-34 years,1628,3316494,"50,132,953,288",Generation X
Ukraine,2003,male,15-24 years,994,3808250,"50,132,953,288",Millenials
Ukraine,2003,female,75+ years,381,2008320,"50,132,953,288",Silent
Ukraine,2003,female,55-74 years,738,5689228,"50,132,953,288",Silent
Ukraine,2003,female,35-54 years,669,7305670,"50,132,953,288",Boomers
Ukraine,2003,female,25-34 years,214,3341089,"50,132,953,288",Generation X
Ukraine,2003,female,15-24 years,131,3659937,"50,132,953,288",Millenials
Ukraine,2003,male,5-14 years,50,2804341,"50,132,953,288",Millenials
Ukraine,2003,female,5-14 years,17,2668337,"50,132,953,288",Millenials
Ukraine,2004,male,75+ years,508,764031,"64,883,060,726",Silent
Ukraine,2004,male,35-54 years,4132,6464700,"64,883,060,726",Boomers
Ukraine,2004,male,55-74 years,2260,3807447,"64,883,060,726",Silent
Ukraine,2004,male,25-34 years,1489,3342201,"64,883,060,726",Generation X
Ukraine,2004,male,15-24 years,944,3810633,"64,883,060,726",Millenials
Ukraine,2004,female,75+ years,373,2061225,"64,883,060,726",Silent
Ukraine,2004,female,55-74 years,603,5648458,"64,883,060,726",Silent
Ukraine,2004,female,35-54 years,585,7238033,"64,883,060,726",Boomers
Ukraine,2004,female,25-34 years,183,3360017,"64,883,060,726",Generation X
Ukraine,2004,female,15-24 years,109,3656474,"64,883,060,726",Millenials
Ukraine,2004,male,5-14 years,58,2649047,"64,883,060,726",Millenials
Ukraine,2004,female,5-14 years,12,2520560,"64,883,060,726",Millenials
Ukraine,2005,male,75+ years,561,800543,"86,142,018,069",Silent
Ukraine,2005,male,35-54 years,3771,6387431,"86,142,018,069",Boomers
Ukraine,2005,male,55-74 years,2151,3793291,"86,142,018,069",Silent
Ukraine,2005,male,25-34 years,1467,3369930,"86,142,018,069",Generation X
Ukraine,2005,male,15-24 years,861,3784581,"86,142,018,069",Millenials
Ukraine,2005,female,75+ years,342,2109628,"86,142,018,069",Silent
Ukraine,2005,female,55-74 years,576,5634590,"86,142,018,069",Silent
Ukraine,2005,female,35-54 years,515,7160448,"86,142,018,069",Boomers
Ukraine,2005,female,25-34 years,182,3380536,"86,142,018,069",Generation X
Ukraine,2005,female,15-24 years,139,3626595,"86,142,018,069",Millenials
Ukraine,2005,male,5-14 years,49,2506950,"86,142,018,069",Millenials
Ukraine,2005,female,5-14 years,7,2384747,"86,142,018,069",Millenials
Ukraine,2006,male,75+ years,562,825192,"107,753,069,307",Silent
Ukraine,2006,male,35-54 years,3420,6336363,"107,753,069,307",Boomers
Ukraine,2006,male,55-74 years,1993,3782567,"107,753,069,307",Silent
Ukraine,2006,male,25-34 years,1455,3390847,"107,753,069,307",Generation X
Ukraine,2006,male,15-24 years,837,3739295,"107,753,069,307",Millenials
Ukraine,2006,female,75+ years,333,2134223,"107,753,069,307",Silent
Ukraine,2006,female,55-74 years,563,5633228,"107,753,069,307",Silent
Ukraine,2006,female,35-54 years,540,7108424,"107,753,069,307",Boomers
Ukraine,2006,female,25-34 years,170,3394295,"107,753,069,307",Generation X
Ukraine,2006,female,15-24 years,98,3577436,"107,753,069,307",Millenials
Ukraine,2006,male,5-14 years,33,2377451,"107,753,069,307",Millenials
Ukraine,2006,female,5-14 years,9,2260713,"107,753,069,307",Millenials
Ukraine,2007,male,75+ years,517,830015,"142,719,009,901",Silent
Ukraine,2007,male,35-54 years,3392,6292640,"142,719,009,901",Boomers
Ukraine,2007,male,55-74 years,1922,3792721,"142,719,009,901",Silent
Ukraine,2007,male,25-34 years,1546,3414696,"142,719,009,901",Generation X
Ukraine,2007,male,15-24 years,987,3673201,"142,719,009,901",Millenials
Ukraine,2007,female,75+ years,325,2125683,"142,719,009,901",Silent
Ukraine,2007,female,55-74 years,483,5668759,"142,719,009,901",Silent
Ukraine,2007,female,35-54 years,500,7060722,"142,719,009,901",Boomers
Ukraine,2007,female,25-34 years,181,3405078,"142,719,009,901",Generation X
Ukraine,2007,female,15-24 years,129,3511720,"142,719,009,901",Millenials
Ukraine,2007,male,5-14 years,39,2268187,"142,719,009,901",Generation Z
Ukraine,2007,female,5-14 years,11,2155250,"142,719,009,901",Generation Z
Ukraine,2008,male,75+ years,554,818086,"179,992,405,832",Silent
Ukraine,2008,male,55-74 years,1854,3810278,"179,992,405,832",Silent
Ukraine,2008,male,35-54 years,3027,6254054,"179,992,405,832",Boomers
Ukraine,2008,male,25-34 years,1452,3466915,"179,992,405,832",Generation X
Ukraine,2008,male,15-24 years,856,3561320,"179,992,405,832",Millenials
Ukraine,2008,female,75+ years,347,2087152,"179,992,405,832",Silent
Ukraine,2008,female,55-74 years,483,5726858,"179,992,405,832",Silent
Ukraine,2008,female,35-54 years,528,7018040,"179,992,405,832",Boomers
Ukraine,2008,female,25-34 years,182,3441323,"179,992,405,832",Generation X
Ukraine,2008,female,15-24 years,118,3405168,"179,992,405,832",Millenials
Ukraine,2008,male,5-14 years,36,2188808,"179,992,405,832",Generation Z
Ukraine,2008,female,5-14 years,17,2078121,"179,992,405,832",Generation Z
Ukraine,2009,male,75+ years,532,802009,"117,227,769,792",Silent
Ukraine,2009,male,35-54 years,3133,6221337,"117,227,769,792",Boomers
Ukraine,2009,male,55-74 years,1882,3841612,"117,227,769,792",Silent
Ukraine,2009,male,25-34 years,1504,3534883,"117,227,769,792",Generation X
Ukraine,2009,male,15-24 years,906,3418274,"117,227,769,792",Millenials
Ukraine,2009,female,75+ years,313,2034703,"117,227,769,792",Silent
Ukraine,2009,female,55-74 years,556,5806966,"117,227,769,792",Silent
Ukraine,2009,female,35-54 years,502,6971143,"117,227,769,792",Boomers
Ukraine,2009,female,25-34 years,186,3494937,"117,227,769,792",Generation X
Ukraine,2009,female,15-24 years,148,3267238,"117,227,769,792",Millenials
Ukraine,2009,male,5-14 years,34,2136975,"117,227,769,792",Generation Z
Ukraine,2009,female,5-14 years,19,2027867,"117,227,769,792",Generation Z
Ukraine,2010,male,75+ years,495,804695,"136,013,155,905",Silent
Ukraine,2010,male,55-74 years,1827,3866232,"136,013,155,905",Silent
Ukraine,2010,male,35-54 years,2853,6203439,"136,013,155,905",Generation X
Ukraine,2010,male,25-34 years,1457,3589324,"136,013,155,905",Generation X
Ukraine,2010,male,15-24 years,843,3271660,"136,013,155,905",Millenials
Ukraine,2010,female,75+ years,303,2016954,"136,013,155,905",Silent
Ukraine,2010,female,55-74 years,479,5860094,"136,013,155,905",Silent
Ukraine,2010,female,35-54 years,458,6928455,"136,013,155,905",Generation X
Ukraine,2010,female,15-24 years,154,3125122,"136,013,155,905",Millenials
Ukraine,2010,female,25-34 years,170,3534635,"136,013,155,905",Generation X
Ukraine,2010,male,5-14 years,35,2102478,"136,013,155,905",Generation Z
Ukraine,2010,female,5-14 years,15,1993721,"136,013,155,905",Generation Z
Ukraine,2011,male,75+ years,531,830200,"163,159,671,670",Silent
Ukraine,2011,male,55-74 years,1761,3877753,"163,159,671,670",Boomers
Ukraine,2011,male,35-54 years,2664,6194997,"163,159,671,670",Generation X
Ukraine,2011,male,25-34 years,1457,3638908,"163,159,671,670",Millenials
Ukraine,2011,male,15-24 years,850,3114554,"163,159,671,670",Millenials
Ukraine,2011,female,75+ years,311,2047428,"163,159,671,670",Silent
Ukraine,2011,female,55-74 years,552,5873828,"163,159,671,670",Boomers
Ukraine,2011,female,35-54 years,464,6890333,"163,159,671,670",Generation X
Ukraine,2011,female,15-24 years,157,2973653,"163,159,671,670",Millenials
Ukraine,2011,female,25-34 years,160,3570316,"163,159,671,670",Millenials
Ukraine,2011,male,5-14 years,46,2085831,"163,159,671,670",Generation Z
Ukraine,2011,female,5-14 years,20,1976990,"163,159,671,670",Generation Z
Ukraine,2012,male,75+ years,590,878262,"175,781,379,051",Silent
Ukraine,2012,male,55-74 years,1768,3880830,"175,781,379,051",Boomers
Ukraine,2012,male,35-54 years,2680,6175567,"175,781,379,051",Generation X
Ukraine,2012,male,25-34 years,1450,3692383,"175,781,379,051",Millenials
Ukraine,2012,male,15-24 years,838,2960881,"175,781,379,051",Millenials
Ukraine,2012,female,75+ years,347,2131156,"175,781,379,051",Silent
Ukraine,2012,female,55-74 years,524,5852504,"175,781,379,051",Boomers
Ukraine,2012,female,35-54 years,494,6837697,"175,781,379,051",Generation X
Ukraine,2012,female,25-34 years,186,3607893,"175,781,379,051",Millenials
Ukraine,2012,female,15-24 years,126,2819749,"175,781,379,051",Millenials
Ukraine,2012,male,5-14 years,35,2094456,"175,781,379,051",Generation Z
Ukraine,2012,female,5-14 years,20,1984557,"175,781,379,051",Generation Z
Ukraine,2014,male,75+ years,608,919141,"133,503,411,376",Silent
Ukraine,2014,male,55-74 years,1558,3702856,"133,503,411,376",Boomers
Ukraine,2014,male,35-54 years,2363,5814873,"133,503,411,376",Generation X
Ukraine,2014,male,25-34 years,1302,3543016,"133,503,411,376",Millenials
Ukraine,2014,male,15-24 years,560,2541203,"133,503,411,376",Millenials
Ukraine,2014,female,75+ years,339,2203221,"133,503,411,376",Silent
Ukraine,2014,female,55-74 years,465,5487093,"133,503,411,376",Boomers
Ukraine,2014,female,35-54 years,423,6365806,"133,503,411,376",Generation X
Ukraine,2014,female,25-34 years,197,3444110,"133,503,411,376",Millenials
Ukraine,2014,female,15-24 years,118,2408666,"133,503,411,376",Millenials
Ukraine,2014,male,5-14 years,21,2074827,"133,503,411,376",Generation Z
Ukraine,2014,female,5-14 years,14,1959353,"133,503,411,376",Generation Z
Ukraine,2015,male,75+ years,669,942786,"91,030,959,455",Silent
Ukraine,2015,male,55-74 years,1644,3747724,"91,030,959,455",Boomers
Ukraine,2015,male,35-54 years,2181,5795334,"91,030,959,455",Generation X
Ukraine,2015,male,25-34 years,1114,3527229,"91,030,959,455",Millenials
Ukraine,2015,male,15-24 years,507,2408074,"91,030,959,455",Millenials
Ukraine,2015,female,75+ years,296,2261462,"91,030,959,455",Silent
Ukraine,2015,female,55-74 years,399,5508376,"91,030,959,455",Boomers
Ukraine,2015,female,35-54 years,427,6309963,"91,030,959,455",Generation X
Ukraine,2015,female,15-24 years,117,2281055,"91,030,959,455",Millenials
Ukraine,2015,female,25-34 years,168,3421535,"91,030,959,455",Millenials
Ukraine,2015,male,5-14 years,33,2131084,"91,030,959,455",Generation Z
Ukraine,2015,female,5-14 years,19,2010824,"91,030,959,455",Generation Z
United Arab Emirates,2005,male,35-54 years,42,1083147,"180,617,018,380",Boomers
United Arab Emirates,2005,male,55-74 years,3,104270,"180,617,018,380",Silent
United Arab Emirates,2005,female,15-24 years,7,281194,"180,617,018,380",Millenials
United Arab Emirates,2005,male,25-34 years,28,1132761,"180,617,018,380",Generation X
United Arab Emirates,2005,female,25-34 years,6,343997,"180,617,018,380",Generation X
United Arab Emirates,2005,male,15-24 years,7,454397,"180,617,018,380",Millenials
United Arab Emirates,2005,female,35-54 years,3,286724,"180,617,018,380",Boomers
United Arab Emirates,2005,female,5-14 years,0,261386,"180,617,018,380",Millenials
United Arab Emirates,2005,female,55-74 years,0,37641,"180,617,018,380",Silent
United Arab Emirates,2005,female,75+ years,0,5259,"180,617,018,380",Silent
United Arab Emirates,2005,male,5-14 years,0,282770,"180,617,018,380",Millenials
United Arab Emirates,2005,male,75+ years,0,6887,"180,617,018,380",Silent
United Arab Emirates,2006,female,55-74 years,2,40353,"222,116,541,865",Silent
United Arab Emirates,2006,male,25-34 years,37,1335454,"222,116,541,865",Generation X
United Arab Emirates,2006,male,35-54 years,30,1244561,"222,116,541,865",Boomers
United Arab Emirates,2006,female,35-54 years,6,320618,"222,116,541,865",Boomers
United Arab Emirates,2006,male,55-74 years,2,114304,"222,116,541,865",Silent
United Arab Emirates,2006,female,25-34 years,5,383191,"222,116,541,865",Generation X
United Arab Emirates,2006,male,15-24 years,7,595516,"222,116,541,865",Millenials
United Arab Emirates,2006,female,15-24 years,1,317537,"222,116,541,865",Millenials
United Arab Emirates,2006,female,5-14 years,0,271444,"222,116,541,865",Millenials
United Arab Emirates,2006,female,75+ years,0,5553,"222,116,541,865",Silent
United Arab Emirates,2006,male,5-14 years,0,287845,"222,116,541,865",Millenials
United Arab Emirates,2006,male,75+ years,0,7503,"222,116,541,865",Silent
United Arab Emirates,2007,female,55-74 years,2,43719,"257,916,133,424",Silent
United Arab Emirates,2007,male,15-24 years,18,710296,"257,916,133,424",Millenials
United Arab Emirates,2007,male,35-54 years,35,1481890,"257,916,133,424",Boomers
United Arab Emirates,2007,male,25-34 years,33,1586738,"257,916,133,424",Generation X
United Arab Emirates,2007,male,55-74 years,2,128386,"257,916,133,424",Silent
United Arab Emirates,2007,female,15-24 years,4,350408,"257,916,133,424",Millenials
United Arab Emirates,2007,female,25-34 years,4,431502,"257,916,133,424",Generation X
United Arab Emirates,2007,female,35-54 years,3,365164,"257,916,133,424",Boomers
United Arab Emirates,2007,female,5-14 years,0,284824,"257,916,133,424",Generation Z
United Arab Emirates,2007,female,75+ years,0,5982,"257,916,133,424",Silent
United Arab Emirates,2007,male,5-14 years,0,297991,"257,916,133,424",Generation Z
United Arab Emirates,2007,male,75+ years,0,8489,"257,916,133,424",Silent
United Arab Emirates,2008,male,15-24 years,18,776831,"315,474,615,739",Millenials
United Arab Emirates,2008,male,55-74 years,3,144591,"315,474,615,739",Silent
United Arab Emirates,2008,female,25-34 years,10,485856,"315,474,615,739",Generation X
United Arab Emirates,2008,male,35-54 years,36,1776139,"315,474,615,739",Boomers
United Arab Emirates,2008,male,25-34 years,25,1856262,"315,474,615,739",Generation X
United Arab Emirates,2008,female,15-24 years,4,374233,"315,474,615,739",Millenials
United Arab Emirates,2008,female,35-54 years,4,417902,"315,474,615,739",Boomers
United Arab Emirates,2008,female,5-14 years,0,300552,"315,474,615,739",Generation Z
United Arab Emirates,2008,female,55-74 years,0,47552,"315,474,615,739",Silent
United Arab Emirates,2008,female,75+ years,0,6441,"315,474,615,739",Silent
United Arab Emirates,2008,male,5-14 years,0,314457,"315,474,615,739",Generation Z
United Arab Emirates,2008,male,75+ years,0,9542,"315,474,615,739",Silent
United Arab Emirates,2009,male,25-34 years,52,2097782,"253,547,358,747",Generation X
United Arab Emirates,2009,male,15-24 years,15,780955,"253,547,358,747",Millenials
United Arab Emirates,2009,male,35-54 years,39,2094463,"253,547,358,747",Boomers
United Arab Emirates,2009,male,55-74 years,3,161132,"253,547,358,747",Silent
United Arab Emirates,2009,female,15-24 years,7,385569,"253,547,358,747",Millenials
United Arab Emirates,2009,female,25-34 years,4,539991,"253,547,358,747",Generation X
United Arab Emirates,2009,female,5-14 years,2,316123,"253,547,358,747",Generation Z
United Arab Emirates,2009,female,35-54 years,2,475003,"253,547,358,747",Boomers
United Arab Emirates,2009,female,55-74 years,0,51590,"253,547,358,747",Silent
United Arab Emirates,2009,female,75+ years,0,6796,"253,547,358,747",Silent
United Arab Emirates,2009,male,5-14 years,0,332784,"253,547,358,747",Generation Z
United Arab Emirates,2009,male,75+ years,0,10292,"253,547,358,747",Silent
United Arab Emirates,2010,male,75+ years,1,10567,"289,787,338,325",Silent
United Arab Emirates,2010,male,55-74 years,5,177232,"289,787,338,325",Silent
United Arab Emirates,2010,female,25-34 years,14,587552,"289,787,338,325",Generation X
United Arab Emirates,2010,female,55-74 years,1,55621,"289,787,338,325",Silent
United Arab Emirates,2010,male,25-34 years,39,2271630,"289,787,338,325",Generation X
United Arab Emirates,2010,female,15-24 years,6,385198,"289,787,338,325",Millenials
United Arab Emirates,2010,male,35-54 years,34,2405804,"289,787,338,325",Generation X
United Arab Emirates,2010,male,15-24 years,10,730245,"289,787,338,325",Millenials
United Arab Emirates,2010,female,35-54 years,1,533458,"289,787,338,325",Generation X
United Arab Emirates,2010,female,5-14 years,0,329210,"289,787,338,325",Generation Z
United Arab Emirates,2010,female,75+ years,0,6996,"289,787,338,325",Silent
United Arab Emirates,2010,male,5-14 years,0,346223,"289,787,338,325",Generation Z
United Kingdom,1985,male,75+ years,264,1202838,"489,285,164,271",G.I. Generation
United Kingdom,1985,male,55-74 years,915,5170113,"489,285,164,271",G.I. Generation
United Kingdom,1985,male,35-54 years,1208,6899879,"489,285,164,271",Silent
United Kingdom,1985,male,25-34 years,620,3969689,"489,285,164,271",Boomers
United Kingdom,1985,female,55-74 years,678,6002096,"489,285,164,271",G.I. Generation
United Kingdom,1985,female,75+ years,237,2418692,"489,285,164,271",G.I. Generation
United Kingdom,1985,male,15-24 years,411,4731293,"489,285,164,271",Generation X
United Kingdom,1985,female,35-54 years,505,6879295,"489,285,164,271",Silent
United Kingdom,1985,female,25-34 years,176,3899906,"489,285,164,271",Boomers
United Kingdom,1985,female,15-24 years,86,4549121,"489,285,164,271",Generation X
United Kingdom,1985,male,5-14 years,3,3740694,"489,285,164,271",Generation X
United Kingdom,1985,female,5-14 years,2,3542919,"489,285,164,271",Generation X
United Kingdom,1986,male,75+ years,280,1227718,"601,452,653,181",G.I. Generation
United Kingdom,1986,male,55-74 years,892,5159651,"601,452,653,181",G.I. Generation
United Kingdom,1986,male,35-54 years,1152,6950315,"601,452,653,181",Silent
United Kingdom,1986,male,25-34 years,616,4039982,"601,452,653,181",Boomers
United Kingdom,1986,male,15-24 years,449,4715034,"601,452,653,181",Generation X
United Kingdom,1986,female,75+ years,223,2454593,"601,452,653,181",G.I. Generation
United Kingdom,1986,female,55-74 years,541,5964761,"601,452,653,181",G.I. Generation
